host_id,listings,total_reviews,average_price,average_availability
382836,4,51,180.75,314.5
161057073,4,117,92.75,64.5
230025652,4,45,35.25,5.25
4714927,4,332,70.0,91.25
4666670,4,38,87.25,231.75
8993084,4,97,60.75,85.0
49620552,4,198,100.5,205.75
4548229,4,537,142.0,287.5
4538012,4,171,125.0,139.5
4534893,4,137,215.0,259.75
7728754,4,11,97.5,257.5
16782573,4,261,113.5,308.25
1539749,4,190,52.0,233.25
31929860,4,159,238.75,288.0
31760835,4,26,70.0,120.0
31675601,4,234,66.25,263.75
8338942,4,414,87.25,66.0
8288419,4,388,46.75,133.5
69977115,4,2,79.0,202.75
75248463,4,23,72.0,47.25
75216989,4,182,51.0,335.75
235073206,4,91,94.25,202.0
234214434,4,13,104.5,206.0
132669029,4,113,59.5,43.25
75030544,4,67,247.5,227.75
131697576,4,277,48.75,245.25
7858210,4,299,143.75,176.75
237336458,4,20,99.0,25.0
31534322,4,362,68.75,55.75
1532337,4,12,21.25,124.25
16962957,4,176,253.0,73.25
16851857,4,23,79.25,314.0
205032591,4,81,62.5,347.5
236659049,4,26,65.0,12.0
4731948,4,276,274.75,103.75
259229690,4,18,171.75,57.5
2712353,4,191,36.25,322.25
4094038,4,36,125.0,16.5
52997121,4,331,136.25,46.5
4299040,4,184,60.0,143.75
17822256,4,135,93.75,155.75
27977412,4,16,32.25,356.75
30656279,4,39,61.0,140.75
131354448,4,198,62.75,98.25
130971031,4,53,73.5,92.0
1216362,4,143,78.25,227.5
55149412,4,89,192.5,219.0
7136700,4,388,91.25,234.25
9492212,4,423,148.0,0.0
75458625,4,71,91.5,278.75
75275467,4,207,65.5,142.5
114975592,4,73,80.0,84.0
114477998,4,582,90.25,214.75
4241953,4,81,60.5,314.0
9390190,4,109,115.0,87.25
201079770,4,32,101.25,220.75
29278028,4,158,410.0,154.25
29100568,4,3,165.25,0.0
28891151,4,6,78.5,220.5
170263842,4,2,42.75,295.0
168465501,4,11,168.75,252.0
28580275,4,10,174.5,312.0
8637211,4,198,73.25,235.5
18007776,4,22,41.25,25.5
231150375,4,36,68.75,152.75
230165497,4,1,186.0,264.0
228263278,4,11,127.5,179.5
79913651,4,79,53.0,152.5
79651295,4,1,95.0,178.0
3929012,4,708,116.5,71.0
263266237,4,3,58.5,86.25
96222132,4,90,58.75,250.75
226764496,4,103,72.5,17.25
9808458,4,13,63.75,364.5
172544686,4,4,339.25,269.25
171495922,4,1,58.5,334.25
48684597,4,49,46.25,212.5
18765976,4,39,67.0,65.0
138515591,4,15,45.5,211.5
48194192,4,45,332.75,47.0
254846,4,137,371.5,296.25
137817563,4,71,116.25,167.25
700224,4,35,208.75,249.75
82889379,4,489,42.0,165.75
137264725,4,262,125.0,253.0
3788839,4,42,65.0,238.25
137129564,4,204,55.5,220.0
89031106,4,14,157.5,246.0
